编号,食品分类,最大使用量,备注
01.6.2,熟化干酪,良好生产规范,注释XS276,注释XS208,注释XS274,注释XS278,注释XS277
14.2.2,苹果酒和梨酒,500 mg/kg
14.2.3,葡萄酒,500 mg/kg
