编号,食品分类,最大使用量,备注
01.6.6,乳清蛋白干酪,40 mg/kg,注释3,注释80
01.6.4,再制干酪,40 mg/kg,注释3,注释80
01.6.5,干酪类似产品,40 mg/kg,注释3,注释80
08.2.1.2,整块或分割的未经热处理加工的腌制（包括盐腌）干的畜、禽肉和野味,6 mg/kg
08.3.1.2,未经热处理的腌制（包括盐腌）加工的干制碎畜、禽肉和野味制品,20 mg/kg,注释3,注释81
01.6.2,熟化干酪,40 mg/kg,注释3,注释XS208,注释XS278,注释XS274,注释80,注释XS276,注释XS277
01.6.1,非熟化干酪,40 mg/kg,注释3,注释XS275,注释80,注释XS273,注释486
