编号,食品分类,最大使用量,备注
08.3,加工的碎畜、禽肉和野味制品,80 mg/kg,注释286,注释32,注释287
08.2.2,整块或分割的热处理加工的畜、禽肉和野味,80 mg/kg,注释288,注释32
