编号,食品分类,最大使用量,备注
01.7,乳基甜点（如布丁、水果或调味酸乳）,1,000 mg/kg,注释191,注释478
01.5.2,乳粉和稀奶油粉类似产品,2,000 mg/kg,注释191,注释XS251,注释408,注释478
09.4,全保藏的鱼和鱼制品，包括罐装或发酵的鱼和鱼制品，包括软体动物，甲壳类和棘皮类动物,300 mg/kg,注释XS90,注释191,注释144,注释XS94,注释XS37,注释XS119,注释XS70,注释XS3
11.4,其他糖和糖浆（如，木糖，枫糖浆和糖的顶饰）,3,000 mg/kg,注释191,注释159
04.1.2.1,冷冻水果,2,000 mg/kg,注释191,注释358,注释478
09.2,加工的鱼和鱼制品，包括软体动物，甲壳类和棘皮类动物,300 mg/kg,注释XS92,注释XS312,注释144,注释XS189,注释XS36,注释XS222,注释XS167,注释XS292,注释XS166,注释XS311,注释XS95,注释191,注释XS191,注释XS315,注释XS244,注释XS236,注释XS165,注释XS190
14.2.7,加香酒精饮料（如啤酒，果酒和含酒精的清凉饮料，低酒精度提神饮料）,600 mg/kg,注释191
09.3,半防腐的鱼和鱼制品，包括软体动物，甲壳类和棘皮类动物,300 mg/kg,注释191,注释144,注释XS291
15.0,即食小食品,500 mg/kg,注释191
04.1.2.10,发酵水果制品,1,000 mg/kg,注释191,注释478
04.2.2.7,发酵蔬菜（包括蘑菇和食用真菌，块根类，豆类，芦荟）和海藻制品，不包括食品类别06.8.6、06.8.7、12.9.1、12.9.2.1和12.9.2.3中的发酵豆制品,2,500 mg/kg,注释191,注释144
05.3,口香糖,10,000 mg/kg,注释191,注释478
05.1.4,可可和巧克力制品,3,000 mg/kg,注释191,注释37,注释478
05.1.3,可可涂抹物，包括馅料,3,000 mg/kg,注释XS86,注释191,注释478
05.1.2,可可混合物（浆）,1,000 mg/kg,注释191,注释478
05.1.1,可可混合物（粉）和可可块/可可饼,3,000 mg/kg,注释191,注释XS141,注释97
14.1.5,咖啡，咖啡替代品，茶，香草饮料和其他热的谷物饮料，不包括可可,600 mg/kg,注释160,注释478
04.2.2.2,干制蔬菜（包括蘑菇和食用真菌、块根类、豆类、芦荟）、海藻、坚果和籽类,1,000 mg/kg,注释191,注释144,注释348
06.3,早餐谷物，包括燕麦片,1,000 mg/kg,注释191,注释478
04.1.2.6,果基涂抹物（如印度酸辣酱），不包括04.1.2.5类的食品,1,000 mg/kg,注释191,注释478
04.1.2.9,果基甜点，包括水基果味甜点,1,000 mg/kg,注释191,注释478
04.1.2.5,果酱、果冻、柑橘果酱,1,000 mg/kg,注释191,注释478
14.1.4,水基调味饮料，包括“运动”，“能量”，“电解质”饮料及固体饮料,600 mg/kg,注释191,注释478
14.1.3.1,水果浆,600 mg/kg,注释191
04.1.2.8,水果预制品，包括果浆、果泥、水果顶饰和椰奶,1,000 mg/kg,注释191,注释478
12.6,沙司及其类似产品,350 mg/kg,注释191
12.7,沙拉（如通心粉沙拉，土豆沙拉）和三明治涂抹物，不包括04.2.2.5和05.1.3中的可可制品和坚果的涂抹物,350 mg/kg,注释166,注释478
14.1.3.3,浓缩水果浆,600 mg/kg,注释127,注释191
14.1.3.4,浓缩蔬菜浆,600 mg/kg,注释127,注释478
12.5,清汤和浓汤,1,200 mg/kg,注释XS117,注释188,注释478
04.2.2.8,熟制或油炸的蔬菜（包括蘑菇和食用真菌、块根类、豆类、芦荟）和海藻,1,000 mg/kg,注释345,注释191,注释144,注释478
04.1.2.12,熟制水果,1,000 mg/kg,注释191,注释478
05.2.3,牛轧糖和杏仁蛋白软糖,3,000 mg/kg,注释191,注释478
13.3,特殊医疗用途食品（不包括13.1类）,1,000 mg/kg,注释191
13.5,特殊膳食食品（如特殊膳食用补充食品），不包括13.1 -13.4和13.6类,1,000 mg/kg,注释191
13.4,瘦身和减肥配方食品,800 mg/kg,注释191
05.2.1,硬糖,3,000 mg/kg,注释148,注释478
01.4.4,稀奶油类似产品,1,000 mg/kg,注释191,注释68,注释478
05.1.5,类巧克力、代巧克力制品,3,000 mg/kg,注释191,注释478
07.2,精制焙烤制品（甜的、咸的、美味的）及其混合物,1,700 mg/kg,注释191,注释165
