编号,食品分类,最大使用量,备注
09.2.1,冷冻的鱼，鱼片，和鱼制品，包括软体动物，甲壳类和棘皮类动物,良好生产规范,注释XS36,注释308,注释XS190,注释XS92,注释XS165,注释392,注释XS191,注释XS95,注释XS315,注释XS312
04.2.2.7,发酵蔬菜（包括蘑菇和食用真菌，块根类，豆类，芦荟）和海藻制品，不包括食品类别06.8.6、06.8.7、12.9.1、12.9.2.1和12.9.2.3中的发酵豆制品,良好生产规范,注释280
09.2.5,经烟熏，干制，发酵，和/或盐腌的鱼和鱼制品，包括软体动物，甲壳类和棘皮类动物,良好生产规范,注释XS167,注释XS244,注释XS222,注释XS189,注释XS236,注释382
09.1.2,鲜软体动物，甲壳类和棘皮类动物,良好生产规范,注释390,注释XS315,注释XS312
