
"Number","Food Category","Max Level","Units","Notes"
"01.8.1","Liquid whey and whey products, excluding whey cheeses","100","mg/kg","74"
"01.8.2","Dried whey and whey products, excluding whey cheeses","100","mg/kg","147"
"06.2.1","Flours","75","mg/kg","468"


(c) FAO and WHO 2009

