
"Number","Food Category","Max Level","Units","Notes"
"01.6.2","Ripened cheese","","GMP","XS277  XS276  XS208  XS274  XS278"
"14.2.2","Cider and perry","500","mg/kg",""
"14.2.3","Grape wines","500","mg/kg",""


(c) FAO and WHO 2009

