
"Number","Food Category","Max Level","Units","Notes"
"04.1.2.4","Canned or bottled (pasteurized) fruit","20","mg/kg","43  141"
"04.2.2.4","Canned or bottled (pasteurized) or retort pouch vegetables (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), and seaweeds","25","mg/kg","43"
"14.1.4","Water-based flavoured drinks, including ""sport,"" ""energy,"" or ""electrolyte"" drinks and particulated drinks","20","mg/kg","43"


(c) FAO and WHO 2009

