
"Number","Food Category","Max Level","Units","Notes"
"02.1.2","Vegetable oils and fats","1,000","mg/kg","XS19  XS210  XS33"
"02.1.3","Lard, tallow, fish oil, and other animal fats","1,000","mg/kg","XS19  XS211"
"05.3","Chewing gum","1,500","mg/kg",""
"12.6","Sauces and like products","600","mg/kg","XS302  15"


(c) FAO and WHO 2009

