
"Number","Food Category","Max Level","Units","Notes"
"01.6.2.2","Rind of ripened cheese","30,000","mg/kg",""
"04.1.1.2","Surface-treated fresh fruit","50","mg/kg",""
"04.2.1.2","Surface-treated fresh vegetables (including mushrooms and fungi, roots and tubers, pulses and legumes, and aloe vera), seaweeds, and nuts and seeds","50","mg/kg",""
"05.2","Confectionery including hard and soft candy, nougats, etc. other than food categories 05.1, 05.3 and 05.4","","GMP","XS309R  3"
"05.3","Chewing gum","20,000","mg/kg","3"


(c) FAO and WHO 2009

