
"Number","Food Category","Max Level","Units","Notes"
"12.1.1","Salt","14","mg/kg","24  107"
"12.1.2","Salt Substitutes","20","mg/kg","24"
"12.2.2","Seasonings and condiments","20","mg/kg","24"


(c) FAO and WHO 2009

